,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
59,212464_s_at,2.8399999999999998e-25,3.12e-28,15.7775218,53.746202,3.08716235,FN1,fibronectin 1,2335
60,229770_at,2.8399999999999998e-25,3.1699999999999998e-28,15.773944,53.730813,1.9891273,GLT1D1,glycosyltransferase 1 domain containing 1,144423
61,219643_at,2.98e-25,3.3799999999999997e-28,-15.7586802,53.665141,-3.41805566,LRP1B,LDL receptor related protein 1B,53353
62,222108_at,3.71e-25,4.27e-28,15.7053917,53.435631,2.65655445,AMIGO2,adhesion molecule with Ig like domain 2,347902
63,229866_at,4.11e-25,4.81e-28,15.678166,53.318229,2.42532617,STK32A,serine/threonine kinase 32A,202374
64,209228_x_at,4.2e-25,5e-28,15.6693361,53.280132,2.68685414,TUSC3,tumor suppressor candidate 3,7991
65,236383_at,4.2e-25,5.07e-28,-15.666341,53.267208,-2.01540667,,,
66,235746_s_at,4.44e-25,5.45e-28,-15.6498108,53.195854,-3.05079121,PLA2R1,phospholipase A2 receptor 1,22925
67,204623_at,4.5e-25,5.6e-28,-15.6433822,53.168095,-4.07759094,TFF3,trefoil factor 3,7033
68,211429_s_at,4.55e-25,5.74e-28,15.6378122,53.144039,3.58448925,SERPINA1,serpin family A member 1,5265
69,216442_x_at,4.7199999999999995e-25,6.0499999999999996e-28,15.6258998,53.092578,2.9315602,FN1,fibronectin 1,2335
70,214591_at,4.87e-25,6.35e-28,-15.6146316,53.043882,-1.38456799,KLHL4,kelch like family member 4,56062
71,210495_x_at,4.87e-25,6.42e-28,15.6123539,53.034037,2.90370818,FN1,fibronectin 1,2335
72,215380_s_at,5.4e-25,7.209999999999999e-28,15.5856356,52.918501,1.36580056,GGCT,gamma-glutamylcyclotransferase,79017
73,209474_s_at,5.6999999999999995e-25,7.75e-28,15.5693115,52.847866,3.21552901,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
74,218613_at,5.6999999999999995e-25,7.819999999999999e-28,15.5672974,52.839148,2.08443673,PSD3,pleckstrin and Sec7 domain containing 3,23362
75,226034_at,5.91e-25,8.22e-28,15.5559868,52.790183,2.64198329,DUSP4,dual specificity phosphatase 4,1846
76,227055_at,6.08e-25,8.56e-28,15.5465968,52.749521,3.24734071,METTL7B,methyltransferase like 7B,196410
77,221447_s_at,6.49e-25,9.26e-28,-15.5287008,52.671991,-2.17446296,GLT8D2,glycosyltransferase 8 domain containing 2,83468
78,219743_at,6.69e-25,9.79e-28,15.5160627,52.617216,2.76101025,HEY2,hes related family bHLH transcription factor with YRPW motif 2,23493
79,205016_at,6.69e-25,9.79e-28,15.5160473,52.617149,2.59362768,TGFA,transforming growth factor alpha,7039
80,228973_at,7.38e-25,1.09e-27,-15.49096,52.508354,-1.91593418,DLG2,discs large MAGUK scaffold protein 2,1740
81,210039_s_at,7.74e-25,1.16e-27,-15.4772752,52.448974,-1.26193361,PRKCQ,protein kinase C theta,5588
82,205532_s_at,1.04e-24,1.5800000000000002e-27,15.4069858,52.143595,2.73293029,CDH6,cadherin 6,1004
83,205082_s_at,1.04e-24,1.6000000000000001e-27,-15.4051463,52.135594,-1.72550652,AOX1,aldehyde oxidase 1,316
84,207691_x_at,1.07e-24,1.6600000000000003e-27,15.3956208,52.094158,3.1817684,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
85,211719_x_at,1.13e-24,1.78e-27,15.3800762,52.026514,2.87623721,FN1,fibronectin 1,2335
86,210665_at,1.18e-24,1.8800000000000002e-27,-15.3679082,51.973541,-2.07593403,TFPI,tissue factor pathway inhibitor,7035
87,229464_at,1.2e-24,1.93e-27,15.3614076,51.945234,1.47475155,MYEF2,myelin expression factor 2,50804
88,211478_s_at,1.39e-24,2.2600000000000003e-27,15.3264742,51.793019,3.96783287,DPP4,dipeptidyl peptidase 4,1803
89,227134_at,1.49e-24,2.46e-27,15.3071299,51.708663,2.07588964,SYTL1,synaptotagmin like 1,84958
90,203349_s_at,1.52e-24,2.53e-27,15.3002377,51.678595,1.82452935,ETV5,ETS variant 5,2119
91,224929_at,1.5399999999999999e-24,2.6e-27,15.294706,51.654459,1.86115338,TMEM173,transmembrane protein 173,340061
92,203921_at,1.64e-24,2.79e-27,15.2785102,51.583769,1.84212179,CHST2,carbohydrate sulfotransferase 2,9435
93,212895_s_at,1.64e-24,2.82e-27,15.2760141,51.572872,1.40397515,ABR,active BCR-related,29
94,209220_at,1.8e-24,3.1200000000000003e-27,-15.2529365,51.47208,-1.52296002,GPC3,glypican 3,2719
95,209676_at,1.97e-24,3.4600000000000005e-27,-15.2301913,51.372672,-2.05339281,TFPI,tissue factor pathway inhibitor,7035
96,218901_at,2.08e-24,3.69e-27,-15.2151132,51.306737,-1.43137951,PLSCR4,phospholipid scramblase 4,57088
97,209515_s_at,2.12e-24,3.81e-27,15.208272,51.276811,1.77774717,RAB27A,"RAB27A, member RAS oncogene family",5873
98,209295_at,2.1499999999999998e-24,3.92e-27,15.2017771,51.248395,1.35578303,TNFRSF10B,TNF receptor superfamily member 10b,8795
99,225725_at,2.1499999999999998e-24,3.94e-27,15.2008573,51.24437,1.62806316,ZMAT3,zinc finger matrin-type 3,64393
100,225355_at,2.22e-24,4.1000000000000006e-27,15.1913359,51.202701,1.6975395,NEURL1B,neuralized E3 ubiquitin protein ligase 1B,54492
101,236038_at,2.4199999999999998e-24,4.5100000000000004e-27,-15.1701774,51.110063,-2.12743982,RNF150,ring finger protein 150,57484
102,204015_s_at,2.51e-24,4.740000000000001e-27,15.158996,51.061084,2.19778375,DUSP4,dual specificity phosphatase 4,1846
103,235534_at,2.51e-24,4.7600000000000004e-27,15.1577149,51.055472,1.39175875,PHLDA3,pleckstrin homology like domain family A member 3,23612
104,1555912_at,2.85e-24,5.4800000000000004e-27,-15.1262635,50.917612,-1.51552436,ST7-AS1,ST7 antisense RNA 1,93653
105,207415_at,2.89e-24,5.61e-27,-15.1210533,50.894762,-2.14312603,PLA2R1,phospholipase A2 receptor 1,22925
106,219093_at,3.0699999999999998e-24,6.0100000000000005e-27,-15.1052848,50.825586,-1.95212073,PID1,phosphotyrosine interaction domain containing 1,55022
107,218181_s_at,3.13e-24,6.1800000000000006e-27,15.0992672,50.799179,1.2078057,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,9448
108,229860_x_at,3.2099999999999997e-24,6.410000000000001e-27,15.090983,50.762817,1.84753741,C4orf48,chromosome 4 open reading frame 48,401115
109,214735_at,3.4e-24,6.84e-27,-15.0763404,50.698525,-3.13645618,IPCEF1,interaction protein for cytohesin exchange factors 1,26034
110,206253_at,3.5199999999999996e-24,7.150000000000001e-27,-15.0664744,50.65519,-2.29050487,DLG2,discs large MAGUK scaffold protein 2,1740
111,219355_at,3.63e-24,7.430000000000001e-27,-15.0577675,50.616937,-1.57531597,CXorf57,chromosome X open reading frame 57,55086
112,223296_at,3.7e-24,7.640000000000001e-27,-15.0513985,50.588948,-1.4818516,SLC25A33,solute carrier family 25 member 33,84275
113,202833_s_at,3.83e-24,8e-27,15.0411704,50.54399,3.81178967,SERPINA1,serpin family A member 1,5265
114,206574_s_at,3.83e-24,8.06e-27,15.0393657,50.536056,1.507931,PTP4A3,"protein tyrosine phosphatase type IVA, member 3",11156
115,204741_at,4.1699999999999996e-24,8.84e-27,15.0187963,50.445598,0.82243154,BICD1,BICD cargo adaptor 1,636
116,204668_at,4.57e-24,9.78e-27,14.9959993,50.34528,1.18550149,RNF24,ring finger protein 24,11237
117,219735_s_at,4.9e-24,1.06e-26,-14.9786887,50.269061,-1.94160459,TFCP2L1,transcription factor CP2-like 1,29842
118,203716_s_at,5.69e-24,1.2400000000000001e-26,14.9432913,50.113085,3.20248135,DPP4,dipeptidyl peptidase 4,1803
119,222871_at,6.0099999999999995e-24,1.32e-26,14.9289698,50.049934,2.5966099,KLHDC8A,kelch domain containing 8A,55220
120,236741_at,6.1799999999999994e-24,1.37e-26,-14.9209981,50.014771,-2.41629519,WDR72,WD repeat domain 72,256764
121,207144_s_at,7.509999999999999e-24,1.68e-26,14.8754401,49.81366,4.07207479,CITED1,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1,4435
122,222587_s_at,7.68e-24,1.73e-26,14.8686672,49.783739,2.18475365,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,51809
123,206765_at,7.98e-24,1.81e-26,14.8583422,49.738116,3.83196916,KCNJ2,potassium voltage-gated channel subfamily J member 2,3759
124,228715_at,8.01e-24,1.83e-26,14.8557587,49.726698,5.59676626,ZCCHC12,zinc finger CCHC-type containing 12,170261
125,210038_at,8.05e-24,1.8500000000000002e-26,-14.8528369,49.713783,-1.26183655,PRKCQ,protein kinase C theta,5588
126,203387_s_at,9.21e-24,2.14e-26,-14.8208684,49.572413,-1.51106577,TBC1D4,TBC1 domain family member 4,9882
127,226552_at,1.1399999999999999e-23,2.66e-26,14.7721127,49.356559,1.37756342,IER5L,immediate early response 5 like,389792
128,226303_at,1.1499999999999999e-23,2.7100000000000004e-26,-14.7685818,49.340915,-1.94716147,PGM5,phosphoglucomutase 5,5239
129,204606_at,1.19e-23,2.82e-26,-14.7590003,49.298455,-3.40018887,CCL21,C-C motif chemokine ligand 21,6366
130,220114_s_at,1.3099999999999999e-23,3.15e-26,-14.7348569,49.191415,-1.24081305,STAB2,stabilin 2,55576
131,227177_at,1.3299999999999998e-23,3.21e-26,14.7305036,49.172106,1.63157635,CORO2A,coronin 2A,7464
132,210738_s_at,1.54e-23,3.7500000000000003e-26,-14.695604,49.017229,-2.79081374,SLC4A4,solute carrier family 4 member 4,8671
133,228284_at,1.88e-23,4.61e-26,-14.6499353,48.814329,-1.76076675,TLE1,transducin like enhancer of split 1,7088
134,210335_at,1.99e-23,4.9000000000000005e-26,-14.6363288,48.753827,-1.59363288,RASSF9,Ras association domain family member 9,9182
135,222549_at,2.0499999999999999e-23,5.1000000000000005e-26,14.6273302,48.713801,4.19819184,CLDN1,claudin 1,9076
136,206043_s_at,2.13e-23,5.33e-26,-14.617924,48.671951,-1.95724663,ATP2C2,ATPase secretory pathway Ca2+ transporting 2,9914
137,229839_at,2.64e-23,6.670000000000001e-26,-14.5679554,48.449447,-2.84095428,SCARA5,scavenger receptor class A member 5,286133
138,236065_at,2.95e-23,7.500000000000001e-26,14.5419471,48.333512,3.97756328,,,
139,224598_at,2.98e-23,7.64e-26,14.5379576,48.315721,1.01812841,MGAT4B,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B",11282
140,224374_s_at,3.3099999999999997e-23,8.55e-26,14.5130612,48.20465,1.95759497,EMILIN2,elastin microfibril interfacer 2,84034
141,219049_at,3.37e-23,8.75e-26,-14.5078746,48.181502,-2.23394899,CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1,55790
142,208161_s_at,3.37e-23,8.84e-26,14.505678,48.171697,2.39786069,ABCC3,ATP binding cassette subfamily C member 3,8714
143,232720_at,3.37e-23,8.87e-26,-14.5049754,48.168561,-1.87198483,LINGO2,leucine rich repeat and Ig domain containing 2,158038
144,218634_at,4.0499999999999995e-23,1.07e-25,14.4627285,47.979865,1.02561691,PHLDA3,pleckstrin homology like domain family A member 3,23612
145,206884_s_at,4.5799999999999995e-23,1.22e-25,14.4339346,47.851131,3.90795528,SCEL,sciellin,8796
146,226542_at,4.6799999999999994e-23,1.27e-25,14.4261148,47.816152,1.17321578,RNF24,ring finger protein 24,11237
147,230127_at,4.6799999999999994e-23,1.27e-25,14.4260834,47.816011,2.22959509,,,
148,203354_s_at,5.15e-23,1.41e-25,14.402143,47.708874,2.25940766,PSD3,pleckstrin and Sec7 domain containing 3,23362
149,229024_at,5.15e-23,1.41e-25,-14.4020738,47.708565,-1.92058003,RNF150,ring finger protein 150,57484
150,205479_s_at,5.1999999999999994e-23,1.44e-25,14.3970987,47.686291,3.56106782,PLAU,"plasminogen activator, urokinase",5328
151,205382_s_at,5.1999999999999994e-23,1.45e-25,-14.3967602,47.684776,-2.09944354,CFD,complement factor D,1675
152,223693_s_at,5.449999999999999e-23,1.52e-25,-14.3851547,47.632807,-0.86956052,RADIL,Rap associating with DIL domain,55698
153,226814_at,6.14e-23,1.73e-25,14.3573052,47.508028,2.80097628,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,56999
154,230645_at,6.619999999999999e-23,1.89e-25,14.3381048,47.421947,2.82816231,FRMD3,FERM domain containing 3,257019
155,230670_at,6.619999999999999e-23,1.89e-25,-14.3380313,47.421617,-1.2528201,IGSF10,immunoglobulin superfamily member 10,285313
156,1553559_at,6.63e-23,1.9e-25,-14.3361031,47.41297,-1.45813043,TMEM171,transmembrane protein 171,134285
157,1563874_at,7.39e-23,2.13e-25,-14.3109794,47.300256,-2.00192809,WDR72,WD repeat domain 72,256764
158,232404_at,7.81e-23,2.27e-25,14.2972894,47.238806,1.39025409,SHROOM4,shroom family member 4,57477
159,230803_s_at,8.35e-23,2.44e-25,-14.281317,47.167081,-1.55688569,ARHGAP24,Rho GTPase activating protein 24,83478
160,232067_at,9.379999999999999e-23,2.76e-25,14.2542499,47.045464,2.5411632,FAXC,failed axon connections homolog,84553
161,219630_at,9.419999999999999e-23,2.79e-25,14.2520329,47.035499,3.57619308,PDZK1IP1,PDZK1 interacting protein 1,10158
162,230104_s_at,9.449999999999999e-23,2.82e-25,-14.2499688,47.02622,-1.97384877,TPPP,tubulin polymerization promoting protein,11076
163,228080_at,1.01e-22,3.02e-25,-14.2344301,46.956353,-1.80323122,LAYN,layilin,143903
164,203355_s_at,1.02e-22,3.07e-25,14.2309817,46.940844,2.31560664,PSD3,pleckstrin and Sec7 domain containing 3,23362
165,227760_at,1.1e-22,3.35e-25,-14.2117522,46.854333,-2.74951197,IGFBPL1,insulin like growth factor binding protein like 1,347252
166,211163_s_at,1.2500000000000001e-22,3.81e-25,14.1835134,46.727209,2.18244762,TNFRSF10C,TNF receptor superfamily member 10c,8794
167,228090_at,1.42e-22,4.36e-25,-14.1539318,46.593935,-1.14946503,NMNAT3,nicotinamide nucleotide adenylyltransferase 3,349565
168,240039_at,1.42e-22,4.3799999999999995e-25,-14.1533063,46.591116,-1.58350788,PLA2R1,phospholipase A2 receptor 1,22925
169,232056_at,1.58e-22,4.95e-25,14.126293,46.469318,3.950059,SCEL,sciellin,8796
170,205350_at,1.58e-22,4.95e-25,-14.1261707,46.468767,-3.44337164,CRABP1,cellular retinoic acid binding protein 1,1381
171,227088_at,1.62e-22,5.1e-25,14.1196938,46.43955,2.37377193,PDE5A,phosphodiesterase 5A,8654
172,209470_s_at,1.71e-22,5.42e-25,-14.1066053,46.380494,-3.39159511,GPM6A,glycoprotein M6A,2823
173,222294_s_at,1.71e-22,5.43e-25,14.1061576,46.378474,1.67272514,RAB27A,"RAB27A, member RAS oncogene family",5873
174,209695_at,1.73e-22,5.52e-25,14.1023422,46.361254,1.5767523,PTP4A3,"protein tyrosine phosphatase type IVA, member 3",11156
175,220133_at,1.73e-22,5.56e-25,-14.1008507,46.354523,-1.72545857,ODAM,"odontogenic, ameloblast asssociated",54959
176,229893_at,1.75e-22,5.66e-25,14.096992,46.337105,2.66955006,FRMD3,FERM domain containing 3,257019
177,205117_at,1.95e-22,6.38e-25,14.0707989,46.218828,1.39637799,FGF1,fibroblast growth factor 1,2246
178,228315_at,1.95e-22,6.39e-25,14.0703377,46.216744,1.84523206,ZMAT3,zinc finger matrin-type 3,64393
179,222240_s_at,2.1e-22,6.92e-25,14.0530157,46.138479,1.22813501,ISYNA1,inositol-3-phosphate synthase 1,51477
180,226364_at,2.11e-22,6.9799999999999995e-25,14.0509807,46.129282,1.84178067,HIP1,huntingtin interacting protein 1,3092
181,204633_s_at,2.15e-22,7.15e-25,-14.0458418,46.106054,-1.40929934,RPS6KA5,ribosomal protein S6 kinase A5,9252
182,231358_at,2.21e-22,7.4e-25,-14.0382005,46.071511,-2.55812445,MRO,maestro,83876
183,213258_at,2.58e-22,8.68e-25,-14.0034594,45.914369,-1.90972519,TFPI,tissue factor pathway inhibitor,7035
184,226804_at,2.66e-22,9.01e-25,13.9951911,45.876949,2.90123574,FAM20A,family with sequence similarity 20 member A,54757
185,240137_at,2.7e-22,9.18e-25,-13.9910935,45.8584,-2.37054854,,,
186,235801_at,2.83e-22,9.69e-25,13.9793482,45.805224,2.34039277,TUSC3,tumor suppressor candidate 3,7991
187,220723_s_at,2.98e-22,1.0199999999999999e-24,-13.9674462,45.75132,-2.62733202,CWH43,cell wall biogenesis 43 C-terminal homolog,80157
188,203510_at,3.28e-22,1.13e-24,13.9450619,45.649898,2.17187719,MET,"MET proto-oncogene, receptor tyrosine kinase",4233
189,218332_at,3.5e-22,1.2099999999999999e-24,-13.9300552,45.581869,-3.15714418,BEX1,brain expressed X-linked 1,55859
190,210739_x_at,3.59e-22,1.26e-24,-13.9222761,45.546594,-1.5225959,SLC4A4,solute carrier family 4 member 4,8671
191,227091_at,3.59e-22,1.26e-24,-13.9219138,45.544951,-1.90656435,CCDC146,coiled-coil domain containing 146,57639
192,230425_at,3.64e-22,1.29e-24,-13.9176787,45.525743,-2.6819364,EPHB1,EPH receptor B1,2047
193,229014_at,3.69e-22,1.31e-24,13.9136905,45.507654,1.87950118,NR2F1-AS1,NR2F1 antisense RNA 1,441094
194,201223_s_at,3.8900000000000003e-22,1.39e-24,13.9010705,45.450399,0.79646863,RAD23B,"RAD23 homolog B, nucleotide excision repair protein",5887
195,211603_s_at,4.02e-22,1.44e-24,13.8926076,45.411994,1.10385149,ETV4,ETS variant 4,2118
196,222771_s_at,4.37e-22,1.57e-24,13.873565,45.325546,2.19098615,MYEF2,myelin expression factor 2,50804
197,221073_s_at,4.4e-22,1.5899999999999999e-24,13.8710764,45.314245,1.72348883,NOD1,nucleotide binding oligomerization domain containing 1,10392
198,209270_at,4.5e-22,1.64e-24,13.8651079,45.287139,2.92409912,LAMB3,laminin subunit beta 3,3914
199,225520_at,4.5e-22,1.64e-24,13.864116,45.282634,1.22536285,LOC101928195///LOC100996643///MTHFD1L,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like",101928195///100996643///25902
200,209621_s_at,4.570000000000001e-22,1.68e-24,-13.8593393,45.260937,-1.9048321,PDLIM3,PDZ and LIM domain 3,27295
201,235849_at,4.59e-22,1.7e-24,-13.8566101,45.248539,-1.77082988,SCARA5,scavenger receptor class A member 5,286133
202,207414_s_at,4.59e-22,1.7e-24,-13.8563103,45.247177,-1.00003029,LOC100507472///PCSK6,uncharacterized LOC100507472///proprotein convertase subtilisin/kexin type 6,100507472///5046
203,220724_at,4.63e-22,1.73e-24,-13.8532171,45.233124,-2.7121709,CWH43,cell wall biogenesis 43 C-terminal homolog,80157
204,222173_s_at,4.86e-22,1.82e-24,13.8419234,45.181806,1.37668417,TBC1D2,TBC1 domain family member 2,55357
205,235766_x_at,4.88e-22,1.84e-24,13.8396055,45.171272,1.64147519,RAB27A,"RAB27A, member RAS oncogene family",5873
206,227240_at,5.08e-22,1.92e-24,13.8298995,45.127153,2.29290953,NGEF,neuronal guanine nucleotide exchange factor,25791
207,228568_at,5.090000000000001e-22,1.94e-24,-13.8284381,45.12051,-1.07747438,MYZAP,myocardial zonula adherens protein,100820829
208,230526_at,5.14e-22,1.96e-24,13.8253992,45.106694,1.83219334,TNRC6C-AS1,TNRC6C antisense RNA 1,100131096
209,203685_at,5.3e-22,2.0399999999999997e-24,-13.817659,45.071499,-1.67742067,BCL2,"BCL2, apoptosis regulator",596
210,222056_s_at,5.640000000000001e-22,2.18e-24,-13.8031915,45.005696,-1.13664404,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A,51011
211,226279_at,5.87e-22,2.2799999999999998e-24,13.7932973,44.960679,2.49238882,PRSS23,"protease, serine 23",11098
212,229476_s_at,5.91e-22,2.2999999999999997e-24,13.7911044,44.9507,3.52896293,THRSP,thyroid hormone responsive,7069
