,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
56,202193_at,0.0003173,8.12e-07,-5.61013467,5.68228,-0.925,LIMK2,LIM domain kinase 2,3985
57,203886_s_at,0.0003541,9.22e-07,-5.57457351,5.5639,-2.94,FBLN2,fibulin 2,2199
58,206574_s_at,0.0003603,9.59e-07,5.56349597,5.52706,1.6,PTP4A3,"protein tyrosine phosphatase type IVA, member 3",11156
59,201893_x_at,0.0003603,9.7e-07,-5.560262,5.51631,-2.46,DCN,decorin,1634
60,203646_at,0.0003829,1.06e-06,-5.53447886,5.43062,-0.997,FDX1,ferredoxin 1,2230
61,213582_at,0.0003829,1.08e-06,5.53100891,5.41909,1.52,ATP11A,ATPase phospholipid transporting 11A,23250
62,205289_at,0.0003829,1.08e-06,-5.52959789,5.41441,-1.52,BMP2,bone morphogenetic protein 2,650
63,219330_at,0.0003859,1.12e-06,-5.52098991,5.38582,-0.668,VANGL1,VANGL planar cell polarity protein 1,81839
64,209687_at,0.0003859,1.13e-06,-5.51837419,5.37714,-1.86,CXCL12,C-X-C motif chemokine ligand 12,6387
65,201906_s_at,0.0003859,1.14e-06,-5.51434309,5.36376,-0.666,CTDSPL,CTD small phosphatase like,10217
66,204848_x_at,0.0004694,1.41e-06,-5.45521837,5.16773,-2.13,HBG2///HBG1,hemoglobin subunit gamma 2///hemoglobin subunit gamma 1,3048///3047
67,210582_s_at,0.0004735,1.44e-06,-5.44862967,5.14592,-0.757,LIMK2,LIM domain kinase 2,3985
68,214596_at,0.0004814,1.49e-06,5.43985805,5.11689,1.94,CHRM3,cholinergic receptor muscarinic 3,1131
69,209763_at,0.0004848,1.52e-06,-5.43385572,5.09702,-2.19,CHRDL1,chordin like 1,91851
70,209335_at,0.0005009,1.6e-06,-5.42066377,5.05339,-2.67,DCN,decorin,1634
71,204633_s_at,0.000514,1.67e-06,-5.40843742,5.01297,-0.888,RPS6KA5,ribosomal protein S6 kinase A5,9252
72,207595_s_at,0.000514,1.68e-06,5.40563333,5.0037,0.807,BMP1,bone morphogenetic protein 1,649
73,212157_at,0.0005477,1.84e-06,-5.38044979,4.92053,-1.08,SDC2,syndecan 2,6383
74,209458_x_at,0.0005477,1.85e-06,-5.37951302,4.91744,-1.63,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,3040///3039
75,203354_s_at,0.0005477,1.9e-06,5.37139682,4.89065,2.3,PSD3,pleckstrin and Sec7 domain containing 3,23362
76,203215_s_at,0.0005477,1.91e-06,5.37051576,4.88774,1.53,MYO6,myosin VI,4646
77,201941_at,0.0005477,1.92e-06,5.36907164,4.88298,0.679,CPD,carboxypeptidase D,1362
78,221760_at,0.0005519,1.96e-06,-5.3633716,4.86417,-0.969,MAN1A1,mannosidase alpha class 1A member 1,4121
79,204722_at,0.0005639,2.02e-06,-5.35373106,4.83238,-1.5,SCN3B,sodium voltage-gated channel beta subunit 3,55800
80,201278_at,0.0005884,2.15e-06,-5.33641818,4.77532,-0.608,LOC101926921///DAB2,"uncharacterized LOC101926921///DAB2, clathrin adaptor protein",101926921///1601
81,205991_s_at,0.0005884,2.17e-06,-5.334762,4.76987,-0.711,PRRX1,paired related homeobox 1,5396
82,213451_x_at,0.0006583,2.45e-06,-5.29967398,4.65438,-2.33,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),7148///7146
83,203766_s_at,0.0006777,2.55e-06,-5.28806012,4.61619,-2.16,LMOD1,leiomodin 1,25802
84,201466_s_at,0.0006862,2.64e-06,-5.27894824,4.58625,-1.66,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",3725
85,204235_s_at,0.0006862,2.65e-06,-5.27791757,4.58286,-1.66,GULP1,"GULP, engulfment adaptor PTB domain containing 1",51454
86,214078_at,0.0006945,2.71e-06,-5.27121746,4.56085,-1.97,PAK3,p21 (RAC1) activated kinase 3,5063
87,203088_at,0.0006975,2.75e-06,-5.2667542,4.54619,-1.67,FBLN5,fibulin 5,10516
89,216840_s_at,0.0007479,3.02e-06,-5.24066347,4.46058,-2.22,LAMA2,laminin subunit alpha 2,3908
90,209962_at,0.0007564,3.1e-06,5.23331413,4.43648,1.05,EPOR,erythropoietin receptor,2057
91,203060_s_at,0.0007564,3.12e-06,-5.23121609,4.42961,-1.51,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,9060
92,213618_at,0.0007685,3.23e-06,-5.22184804,4.39891,-0.73,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2",116984
93,205860_x_at,0.0007685,3.25e-06,5.22027786,4.39376,1.94,FOLH1B///FOLH1,folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1,219595///2346
94,211276_at,0.0007685,3.28e-06,-5.217629,4.38509,-2.48,TCEAL2,transcription elongation factor A like 2,140597
95,207943_x_at,0.00078,3.36e-06,-5.21045427,4.36159,-0.76,PLAGL1,PLAG1 like zinc finger 1,5325
96,206101_at,0.0009544,4.15e-06,-5.15017295,4.16452,-0.605,ECM2,extracellular matrix protein 2,1842
97,215054_at,0.0009602,4.26e-06,5.14287641,4.14071,0.811,RGL3///EPOR,ral guanine nucleotide dissociation stimulator like 3///erythropoietin receptor,57139///2057
98,205907_s_at,0.0009602,4.27e-06,-5.14263455,4.13993,-1.64,OMD,osteomodulin,4958
99,211343_s_at,0.0009875,4.43e-06,5.13178916,4.10455,2.55,COL13A1,collagen type XIII alpha 1 chain,1305
100,216022_at,0.0010073,4.58e-06,5.12214045,4.0731,0.979,,,
101,209613_s_at,0.0010073,4.61e-06,-5.12049986,4.06776,-2.88,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",125
102,209283_at,0.0010168,4.7e-06,-5.11504212,4.04997,-1.36,CRYAB,crystallin alpha B,1410
103,204105_s_at,0.0010229,4.81e-06,5.10861946,4.02906,1.47,NRCAM,neuronal cell adhesion molecule,4897
104,204606_at,0.0010229,4.82e-06,-5.10783969,4.02652,-3.21,CCL21,C-C motif chemokine ligand 21,6366
105,202133_at,0.001026,4.89e-06,-5.10363903,4.01284,-0.511,WWTR1,WW domain containing transcription regulator 1,25937
106,204635_at,0.001026,4.95e-06,-5.10004057,4.00113,-0.725,RPS6KA5,ribosomal protein S6 kinase A5,9252
107,201667_at,0.001026,4.97e-06,-5.09894985,3.99758,-0.794,GJA1,gap junction protein alpha 1,2697
108,204783_at,0.0010435,5.1e-06,-5.09148671,3.97329,-1.07,MLF1,myeloid leukemia factor 1,4291
109,219355_at,0.0010764,5.31e-06,-5.08001705,3.93599,-2.19,CXorf57,chromosome X open reading frame 57,55086
110,203058_s_at,0.0010779,5.37e-06,-5.07705374,3.92636,-1.13,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,9060
111,206542_s_at,0.0011775,5.92e-06,-5.04922552,3.83598,-0.553,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",6595
112,201842_s_at,0.0012777,6.48e-06,-5.0233135,3.75196,-1.62,EFEMP1,EGF containing fibulin like extracellular matrix protein 1,2202
113,217833_at,0.0012801,6.55e-06,-5.02023048,3.74197,-0.685,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,10492
114,205933_at,0.0012959,6.69e-06,-5.01422971,3.72253,-0.801,SETBP1,SET binding protein 1,26040
115,218901_at,0.0013036,6.83e-06,-5.00812725,3.70277,-1.08,PLSCR4,phospholipid scramblase 4,57088
116,209963_s_at,0.0013036,6.84e-06,5.00757582,3.70099,0.755,EPOR,erythropoietin receptor,2057
117,216333_x_at,0.0013628,7.22e-06,-4.9924109,3.65192,-2.23,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),7148///7146
119,221882_s_at,0.0015188,8.18e-06,4.95644178,3.53573,0.858,TMEM8A,transmembrane protein 8A,58986
120,203131_at,0.0015464,8.4e-06,-4.94879782,3.51107,-2.64,PDGFRA,platelet derived growth factor receptor alpha,5156
121,216997_x_at,0.0015464,8.52e-06,-4.94474815,3.49802,-2.16,TLE4,transducin like enhancer of split 4,7091
122,206093_x_at,0.0015464,8.54e-06,-4.94416171,3.49612,-2.2,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),7148///7146
124,205498_at,0.0015546,8.72e-06,-4.93800386,3.47627,-1.06,GHR,growth hormone receptor,2690
125,219179_at,0.0015602,8.82e-06,-4.93466821,3.46553,-0.619,DACT1,dishevelled binding antagonist of beta catenin 1,51339
126,204304_s_at,0.0015718,8.96e-06,-4.93025663,3.45131,-1.41,PROM1,prominin 1,8842
127,214724_at,0.0016184,9.3e-06,-4.91958087,3.41694,-0.712,DIXDC1,DIX domain containing 1,85458
128,219295_s_at,0.001656,9.59e-06,-4.91054974,3.38787,-0.908,PCOLCE2,procollagen C-endopeptidase enhancer 2,26577
129,212831_at,0.001656,9.66e-06,4.90849993,3.38128,2.28,MEGF9,multiple EGF like domains 9,1955
130,202401_s_at,0.0016623,9.77e-06,-4.90519184,3.37064,-1.1,SRF,serum response factor,6722
131,217975_at,0.0016706,9.94e-06,-4.9003812,3.35517,-0.57,TCEAL9,transcription elongation factor A like 9,51186
132,205158_at,0.0016706,9.97e-06,-4.89938979,3.35199,-1.03,RNASE4,ribonuclease A family member 4,6038
133,200951_s_at,0.0016934,1.02e-05,4.89330519,3.33243,1.32,CCND2,cyclin D2,894
134,205116_at,0.0017552,1.06e-05,-4.88082337,3.29234,-1.69,LAMA2,laminin subunit alpha 2,3908
135,210764_s_at,0.0017652,1.08e-05,-4.87704233,3.2802,-1.6,CYR61,cysteine rich angiogenic inducer 61,3491
136,210480_s_at,0.0018953,1.17e-05,4.85278092,3.20239,1.81,MYO6,myosin VI,4646
137,202949_s_at,0.0018953,1.18e-05,-4.85033313,3.19455,-1.08,FHL2,four and a half LIM domains 2,2274
138,204060_s_at,0.0018953,1.18e-05,-4.85018142,3.19406,-1.1,PRKY///PRKX,"protein kinase, Y-linked, pseudogene///protein kinase, X-linked",5616///5613
139,208609_s_at,0.0018985,1.19e-05,-4.84761459,3.18584,-1.55,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),7148///7146
140,203002_at,0.0019221,1.22e-05,-4.84197021,3.16776,-0.605,AMOTL2,angiomotin like 2,51421
141,209465_x_at,0.002022,1.29e-05,-4.82424188,3.11103,-1.57,PTN,pleiotrophin,5764
142,41037_at,0.002022,1.3e-05,-4.8232198,3.10777,-0.549,TEAD4,TEA domain transcription factor 4,7004
143,216375_s_at,0.0020403,1.32e-05,4.81858626,3.09295,0.97,ETV5,ETS variant 5,2119
144,219427_at,0.0020793,1.35e-05,-4.81108707,3.06899,-0.671,FAT4,FAT atypical cadherin 4,79633
145,207415_at,0.0020936,1.37e-05,-4.80710087,3.05625,-1.25,PLA2R1,phospholipase A2 receptor 1,22925
146,209470_s_at,0.0021578,1.42e-05,-4.7963532,3.02194,-1.54,GPM6A,glycoprotein M6A,2823
147,213397_x_at,0.0023576,1.57e-05,-4.76865021,2.93361,-1.17,RNASE4,ribonuclease A family member 4,6038
148,201787_at,0.0023616,1.59e-05,-4.76434624,2.9199,-2.11,FBLN1,fibulin 1,2192
149,206070_s_at,0.0023616,1.59e-05,-4.76424987,2.91959,-1.76,EPHA3,EPH receptor A3,2042
150,203640_at,0.002364,1.6e-05,-4.76201912,2.91249,-0.62,MBNL2,muscleblind like splicing regulator 2,10150
151,201486_at,0.002366,1.61e-05,4.75985799,2.90561,0.588,RCN2,reticulocalbin 2,5955
152,201289_at,0.0024552,1.69e-05,-4.74717222,2.86525,-1.11,CYR61,cysteine rich angiogenic inducer 61,3491
153,201843_s_at,0.0025225,1.75e-05,-4.7363978,2.831,-1.59,EFEMP1,EGF containing fibulin like extracellular matrix protein 1,2202
154,214290_s_at,0.0025225,1.75e-05,4.73549647,2.82814,1.3,HIST2H2AA4///HIST2H2AA3,"histone cluster 2, H2aa4///histone cluster 2, H2aa3",723790///8337
155,215428_at,0.0026006,1.82e-05,4.72473558,2.79396,0.706,,,
156,211980_at,0.0026137,1.84e-05,4.72140414,2.78339,0.635,COL4A1,collagen type IV alpha 1 chain,1282
157,218181_s_at,0.0026326,1.88e-05,4.71572486,2.76537,0.53,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,9448
158,209469_at,0.0026326,1.88e-05,-4.71560349,2.76498,-1.99,GPM6A,glycoprotein M6A,2823
159,220306_at,0.0026447,1.9e-05,-4.71243105,2.75492,-0.556,FAM46C,family with sequence similarity 46 member C,54855
162,202992_at,0.0027835,2.04e-05,-4.69205754,2.69035,-3.28,C7,complement component 7,730
163,219806_s_at,0.0027997,2.06e-05,-4.68857177,2.67932,-0.655,SMCO4,single-pass membrane protein with coiled-coil domains 4,56935
166,203558_at,0.0029392,2.22e-05,4.66669999,2.61014,1.2,CUL7,cullin 7,9820
167,207655_s_at,0.0029392,2.23e-05,4.66486579,2.60434,0.919,BLNK,B-cell linker,29760
168,213400_s_at,0.0029392,2.25e-05,-4.66327758,2.59932,-0.706,TBL1X,transducin (beta)-like 1X-linked,6907
169,209541_at,0.0029392,2.25e-05,-4.66256419,2.59707,-1.34,IGF1,insulin like growth factor 1,3479
170,205290_s_at,0.0029392,2.26e-05,-4.66210244,2.59561,-1.24,BMP2,bone morphogenetic protein 2,650
171,206214_at,0.0029976,2.31e-05,-4.65462215,2.57199,-1.2,PLA2G7,phospholipase A2 group VII,7941
172,206498_at,0.0031172,2.42e-05,-4.64145208,2.53043,-1.56,OCA2,OCA2 melanosomal transmembrane protein,4948
173,214321_at,0.0032951,2.57e-05,-4.62346328,2.47374,-1.38,NOV,nephroblastoma overexpressed,4856
174,216503_s_at,0.0033396,2.62e-05,4.61783388,2.45601,1.01,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10",8028
175,216488_s_at,0.0034432,2.72e-05,4.60717296,2.42247,1.08,ATP11A,ATPase phospholipid transporting 11A,23250
176,AFFX-HUMGAPDH/M33197_M_at,0.0034828,2.77e-05,4.60214116,2.40665,0.515,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,2597
177,203792_x_at,0.0035753,2.86e-05,4.59276123,2.37718,0.585,PCGF2,polycomb group ring finger 2,7703
178,206771_at,0.0035953,2.89e-05,-4.58946952,2.36684,-1.04,UPK3A,uroplakin 3A,7380
179,218730_s_at,0.0036339,2.94e-05,-4.58467969,2.3518,-2.43,OGN,osteoglycin,4969
180,211737_x_at,0.0037921,3.08e-05,-4.57048232,2.30726,-1.2,PTN,pleiotrophin,5764
183,216870_x_at,0.0038934,3.22e-05,4.55770124,2.26721,0.677,DLEU2,deleted in lymphocytic leukemia 2 (non-protein coding),8847
184,201464_x_at,0.0038934,3.23e-05,-4.55624837,2.26266,-1.16,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",3725
185,204647_at,0.004011,3.35e-05,-4.54586583,2.23017,-0.562,HOMER3,homer scaffolding protein 3,9454
186,201750_s_at,0.0040395,3.39e-05,4.54197952,2.21801,1.12,ECE1,endothelin converting enzyme 1,1889
187,207002_s_at,0.0040395,3.41e-05,-4.54061412,2.21374,-1.01,PLAGL1,PLAG1 like zinc finger 1,5325
188,213720_s_at,0.0040707,3.45e-05,4.53676959,2.20172,0.673,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",6597
189,217848_s_at,0.0041837,3.57e-05,-4.52685714,2.17075,-0.596,PPA1,pyrophosphatase (inorganic) 1,5464
190,201050_at,0.0041837,3.59e-05,4.52555289,2.16667,0.73,PLD3,phospholipase D family member 3,23646
191,205082_s_at,0.0042149,3.64e-05,-4.52120431,2.1531,-1.29,AOX1,aldehyde oxidase 1,316
192,203887_s_at,0.0042149,3.65e-05,-4.52026296,2.15016,-0.937,THBD,thrombomodulin,7056
193,200701_at,0.0042158,3.67e-05,4.51867253,2.14519,0.888,NPC2,NPC intracellular cholesterol transporter 2,10577
194,215760_s_at,0.00427,3.74e-05,4.5133674,2.12864,0.811,SBNO2,strawberry notch homolog 2,22904
195,220177_s_at,0.0042947,3.78e-05,-4.5101407,2.11857,-0.985,TMPRSS3,"transmembrane protease, serine 3",64699
196,202188_at,0.0043001,3.8e-05,-4.50825583,2.1127,-1.49,NUP93,nucleoporin 93,9688
197,203349_s_at,0.0043344,3.85e-05,4.5044029,2.10068,0.964,ETV5,ETS variant 5,2119
198,200696_s_at,0.0043419,3.9e-05,-4.50081517,2.0895,-0.903,GSN,gelsolin,2934
199,208699_x_at,0.0043419,3.91e-05,4.49970273,2.08604,0.773,TKT,transketolase,7086
200,205164_at,0.0043419,3.92e-05,-4.49942691,2.08518,-1.59,GCAT,glycine C-acetyltransferase,23464
201,218840_s_at,0.0043625,3.95e-05,4.49655462,2.07623,0.922,NADSYN1,NAD synthetase 1,55191
203,204784_s_at,0.0044538,4.08e-05,-4.48748035,2.04798,-1.04,MLF1,myeloid leukemia factor 1,4291
204,209357_at,0.0044658,4.13e-05,-4.48351832,2.03565,-1.06,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,10370
205,212446_s_at,0.0044658,4.14e-05,4.48296575,2.03393,0.536,CERS6,ceramide synthase 6,253782
207,204476_s_at,0.0044916,4.19e-05,4.47920278,2.02222,1.46,PC,pyruvate carboxylase,5091
208,215918_s_at,0.0045616,4.28e-05,-4.47317994,2.0035,-0.905,SPTBN1,"spectrin beta, non-erythrocytic 1",6711
209,218559_s_at,0.0045741,4.31e-05,-4.47094506,1.99655,-1.2,MAFB,MAF bZIP transcription factor B,9935
210,209540_at,0.0045919,4.35e-05,-4.46838352,1.98859,-1.38,IGF1,insulin like growth factor 1,3479
211,201644_at,0.004607,4.38e-05,4.46599945,1.98119,0.525,TSTA3,tissue specific transplantation antigen P35B,7264
212,209101_at,0.0047733,4.57e-05,-4.45336889,1.94198,-1.62,CTGF,connective tissue growth factor,1490
213,209600_s_at,0.0047733,4.58e-05,4.45265304,1.93976,0.55,ACOX1,acyl-CoA oxidase 1,51
214,202179_at,0.0048092,4.64e-05,4.44903263,1.92853,0.745,BLMH,bleomycin hydrolase,642
215,204457_s_at,0.0048448,4.7e-05,-4.44544961,1.91741,-2.44,GAS1,growth arrest specific 1,2619
216,208747_s_at,0.0049663,4.84e-05,-4.43669199,1.89027,-2.73,C1S,"complement component 1, s subcomponent",716
217,218632_at,0.0050468,4.94e-05,4.4305234,1.87117,0.56,HECTD3,HECT domain E3 ubiquitin protein ligase 3,79654
218,221541_at,0.0050638,4.98e-05,-4.4281581,1.86385,-1.16,CRISPLD2,cysteine rich secretory protein LCCL domain containing 2,83716
219,203662_s_at,0.0052751,5.21e-05,-4.41459613,1.8219,-2.23,TMOD1,tropomodulin 1,7111
220,221447_s_at,0.0057139,5.67e-05,-4.38934342,1.74393,-1.27,GLT8D2,glycosyltransferase 8 domain containing 2,83468
221,205481_at,0.0057279,5.71e-05,4.38725995,1.73751,0.83,ADORA1,adenosine A1 receptor,134
222,220987_s_at,0.0057572,5.76e-05,-4.38438907,1.72866,-0.78,NUAK2///AKIP1,NUAK family kinase 2///A-kinase interacting protein 1,81788///56672
225,213280_at,0.0059791,6.06e-05,4.36905226,1.68142,0.771,RAP1GAP2,RAP1 GTPase activating protein 2,23108
226,207714_s_at,0.0060167,6.14e-05,4.3655632,1.67068,0.754,SERPINH1,serpin family H member 1,871
227,210484_s_at,0.0060167,6.23e-05,4.36074022,1.65585,1.12,LOC254896///TNFRSF10C,uncharacterized LOC254896///TNF receptor superfamily member 10c,254896///8794
231,213497_at,0.0060167,6.26e-05,4.35930944,1.65145,0.58,ABTB2,ankyrin repeat and BTB domain containing 2,25841
233,204501_at,0.0061698,6.48e-05,-4.34918698,1.62034,-0.819,NOV,nephroblastoma overexpressed,4856
234,207691_x_at,0.0067463,7.12e-05,4.32086651,1.53348,1.61,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,953
235,212520_s_at,0.0067463,7.15e-05,4.3197597,1.53009,0.665,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",6597
242,221477_s_at,0.0070811,7.72e-05,-4.29629451,1.45831,-0.532,LOC100129518///SOD2,"uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial",100129518///6648
243,202609_at,0.0070811,7.79e-05,4.2937359,1.4505,1.07,EPS8,epidermal growth factor receptor pathway substrate 8,2059
244,208546_x_at,0.0070811,7.8e-05,4.29326049,1.44904,1.85,HIST1H2BH,"histone cluster 1, H2bh",8345
245,206377_at,0.0070811,7.82e-05,-4.29264312,1.44716,-0.578,FOXF2,forkhead box F2,2295
246,208932_at,0.0071555,7.96e-05,4.28722698,1.43062,0.6,PPP4C,protein phosphatase 4 catalytic subunit,5531
